gene_symbol	route	accessibility_status	source
ALDH8A1	unknown	UNKNOWN	local_default
ALDH9A1	unknown	UNKNOWN	local_default
ALDOA	unknown	UNKNOWN	local_default
ALDOAP2	unknown	UNKNOWN	local_default
ALDOB	unknown	UNKNOWN	local_default
ALDOC	unknown	UNKNOWN	local_default
ALG1	unknown	UNKNOWN	local_default
ALG10	unknown	UNKNOWN	local_default
ALG10B	unknown	UNKNOWN	local_default
ALG11	unknown	UNKNOWN	local_default
ALG12	unknown	UNKNOWN	local_default
ALG13	unknown	UNKNOWN	local_default
ALG14	unknown	UNKNOWN	local_default
ALG14-AS1	unknown	UNKNOWN	local_default
ALG1L	unknown	UNKNOWN	local_default
ALG1L10P	unknown	UNKNOWN	local_default
ALG1L2	unknown	UNKNOWN	local_default
ALG1L9P	unknown	UNKNOWN	local_default
ALG2	unknown	UNKNOWN	local_default
ALG3	unknown	UNKNOWN	local_default
ALG5	unknown	UNKNOWN	local_default
ALG6	unknown	UNKNOWN	local_default
ALG8	unknown	UNKNOWN	local_default
ALG9	unknown	UNKNOWN	local_default
ALK	unknown	UNKNOWN	local_default
ALKBH1	unknown	UNKNOWN	local_default
ALKBH2	unknown	UNKNOWN	local_default
ALKBH3	unknown	UNKNOWN	local_default
ALKBH4	unknown	UNKNOWN	local_default
ALKBH5	unknown	UNKNOWN	local_default
ALKBH6	unknown	UNKNOWN	local_default
ALKBH7	unknown	UNKNOWN	local_default
ALKBH8	unknown	UNKNOWN	local_default
ALLC	unknown	UNKNOWN	local_default
ALMS1	unknown	UNKNOWN	local_default
ALMS1-IT1	unknown	UNKNOWN	local_default
ALMS1P1	unknown	UNKNOWN	local_default
ALOX12	unknown	UNKNOWN	local_default
ALOX12B	unknown	UNKNOWN	local_default
ALOX12P2	unknown	UNKNOWN	local_default
ALOX15	unknown	UNKNOWN	local_default
ALOX15B	unknown	UNKNOWN	local_default
ALOX5	unknown	UNKNOWN	local_default
ALOX5AP	unknown	UNKNOWN	local_default
ALOXE3	unknown	UNKNOWN	local_default
ALPK1	unknown	UNKNOWN	local_default
ALPK2	unknown	UNKNOWN	local_default
ALPK3	unknown	UNKNOWN	local_default
ALPL	unknown	UNKNOWN	local_default
ALPP	unknown	UNKNOWN	local_default
ALPPL2	unknown	UNKNOWN	local_default
ALS2	unknown	UNKNOWN	local_default
ALS2CL	unknown	UNKNOWN	local_default
ALS2CR11	unknown	UNKNOWN	local_default
ALS2CR12	unknown	UNKNOWN	local_default
ALX1	unknown	UNKNOWN	local_default
ALX3	unknown	UNKNOWN	local_default
ALX4	unknown	UNKNOWN	local_default
ALYREF	unknown	UNKNOWN	local_default
AMACR	unknown	UNKNOWN	local_default
AMANZI	unknown	UNKNOWN	local_default
AMBN	unknown	UNKNOWN	local_default
AMBP	unknown	UNKNOWN	local_default
AMBRA1	unknown	UNKNOWN	local_default
AMD1	unknown	UNKNOWN	local_default
AMDHD1	unknown	UNKNOWN	local_default
AMDHD2	unknown	UNKNOWN	local_default
AMELX	unknown	UNKNOWN	local_default
AMELY	unknown	UNKNOWN	local_default
AMER1	unknown	UNKNOWN	local_default
AMER2	unknown	UNKNOWN	local_default
AMER3	unknown	UNKNOWN	local_default
AMFR	unknown	UNKNOWN	local_default
AMH	unknown	UNKNOWN	local_default
AMHR2	unknown	UNKNOWN	local_default
AMIGO1	unknown	UNKNOWN	local_default
AMIGO2	unknown	UNKNOWN	local_default
AMIGO3	unknown	UNKNOWN	local_default
AMMECR1	unknown	UNKNOWN	local_default
AMMECR1L	unknown	UNKNOWN	local_default
AMMECR1LP1	unknown	UNKNOWN	local_default
AMN	unknown	UNKNOWN	local_default
AMN1	unknown	UNKNOWN	local_default
AMN1-AS1	unknown	UNKNOWN	local_default
AMOT	unknown	UNKNOWN	local_default
AMOTL1	unknown	UNKNOWN	local_default
AMOTL2	unknown	UNKNOWN	local_default
AMPD1	unknown	UNKNOWN	local_default
AMPD2	unknown	UNKNOWN	local_default
AMPD3	unknown	UNKNOWN	local_default
AMPH	unknown	UNKNOWN	local_default
AMT	unknown	UNKNOWN	local_default
AMTN	unknown	UNKNOWN	local_default
AMY2B	unknown	UNKNOWN	local_default
AMZ1	unknown	UNKNOWN	local_default
AMZ2	unknown	UNKNOWN	local_default
AMZ2P1	unknown	UNKNOWN	local_default
ANAPC1	unknown	UNKNOWN	local_default
ANAPC10	unknown	UNKNOWN	local_default
ANAPC11	unknown	UNKNOWN	local_default
ANAPC13	unknown	UNKNOWN	local_default
ANAPC15	unknown	UNKNOWN	local_default
ANAPC16	unknown	UNKNOWN	local_default
ANAPC1P2	unknown	UNKNOWN	local_default
ANAPC2	unknown	UNKNOWN	local_default
ANAPC4	unknown	UNKNOWN	local_default
ANAPC5	unknown	UNKNOWN	local_default
ANAPC7	unknown	UNKNOWN	local_default
ANG	unknown	UNKNOWN	local_default
ANGEL1	unknown	UNKNOWN	local_default
ANGEL2	unknown	UNKNOWN	local_default
ANGPT1	unknown	UNKNOWN	local_default
ANGPT2	unknown	UNKNOWN	local_default
ANGPT4	unknown	UNKNOWN	local_default
ANGPTL1	unknown	UNKNOWN	local_default
ANGPTL2	unknown	UNKNOWN	local_default
ANGPTL3	unknown	UNKNOWN	local_default
ANGPTL4	unknown	UNKNOWN	local_default
ANGPTL5	unknown	UNKNOWN	local_default
ANGPTL6	unknown	UNKNOWN	local_default
ANGPTL7	unknown	UNKNOWN	local_default
ANGPTL8	unknown	UNKNOWN	local_default
ANK1	unknown	UNKNOWN	local_default
ANK2	unknown	UNKNOWN	local_default
ANK3	unknown	UNKNOWN	local_default
ANKAR	unknown	UNKNOWN	local_default
ANKDD1A	unknown	UNKNOWN	local_default
ANKDD1B	unknown	UNKNOWN	local_default
ANKEF1	unknown	UNKNOWN	local_default
ANKFN1	unknown	UNKNOWN	local_default
ANKFY1	unknown	UNKNOWN	local_default
ANKH	unknown	UNKNOWN	local_default
ANKHD1	unknown	UNKNOWN	local_default
ANKHD1-EIF4EBP3	unknown	UNKNOWN	local_default
ANKIB1	unknown	UNKNOWN	local_default
ANKK1	unknown	UNKNOWN	local_default
ANKLE1	unknown	UNKNOWN	local_default
ANKLE2	unknown	UNKNOWN	local_default
ANKMY1	unknown	UNKNOWN	local_default
ANKMY2	unknown	UNKNOWN	local_default
ANKRA2	unknown	UNKNOWN	local_default
ANKRD1	unknown	UNKNOWN	local_default
ANKRD10	unknown	UNKNOWN	local_default
ANKRD11	unknown	UNKNOWN	local_default
ANKRD12	unknown	UNKNOWN	local_default
ANKRD13A	unknown	UNKNOWN	local_default
ANKRD13B	unknown	UNKNOWN	local_default
ANKRD13C	unknown	UNKNOWN	local_default
ANKRD13C-DT	unknown	UNKNOWN	local_default
ANKRD13D	unknown	UNKNOWN	local_default
ANKRD16	unknown	UNKNOWN	local_default
ANKRD17	unknown	UNKNOWN	local_default
ANKRD17-DT	unknown	UNKNOWN	local_default
ANKRD18A	unknown	UNKNOWN	local_default
ANKRD18B	unknown	UNKNOWN	local_default
ANKRD18DP	unknown	UNKNOWN	local_default
ANKRD19P	unknown	UNKNOWN	local_default
ANKRD2	unknown	UNKNOWN	local_default
ANKRD20A1	unknown	UNKNOWN	local_default
ANKRD20A11P	unknown	UNKNOWN	local_default
ANKRD20A18P	unknown	UNKNOWN	local_default
ANKRD20A19P	unknown	UNKNOWN	local_default
ANKRD20A5P	unknown	UNKNOWN	local_default
ANKRD20A8P	unknown	UNKNOWN	local_default
ANKRD22	unknown	UNKNOWN	local_default
ANKRD23	unknown	UNKNOWN	local_default
ANKRD24	unknown	UNKNOWN	local_default
ANKRD26	unknown	UNKNOWN	local_default
ANKRD26P1	unknown	UNKNOWN	local_default
ANKRD26P4	unknown	UNKNOWN	local_default
ANKRD27	unknown	UNKNOWN	local_default
ANKRD28	unknown	UNKNOWN	local_default
ANKRD29	unknown	UNKNOWN	local_default
ANKRD30A	unknown	UNKNOWN	local_default
ANKRD30B	unknown	UNKNOWN	local_default
ANKRD30BL	unknown	UNKNOWN	local_default
ANKRD30BP3	unknown	UNKNOWN	local_default
ANKRD31	unknown	UNKNOWN	local_default
ANKRD33	unknown	UNKNOWN	local_default
ANKRD33B	unknown	UNKNOWN	local_default
ANKRD34A	unknown	UNKNOWN	local_default
ANKRD34B	unknown	UNKNOWN	local_default
ANKRD34C	unknown	UNKNOWN	local_default
ANKRD35	unknown	UNKNOWN	local_default
ANKRD35-DT	unknown	UNKNOWN	local_default
ANKRD36	unknown	UNKNOWN	local_default
ANKRD36B	unknown	UNKNOWN	local_default
ANKRD36BP1	unknown	UNKNOWN	local_default
ANKRD36C	unknown	UNKNOWN	local_default
ANKRD37	unknown	UNKNOWN	local_default
ANKRD39	unknown	UNKNOWN	local_default
ANKRD40	unknown	UNKNOWN	local_default
ANKRD42	unknown	UNKNOWN	local_default
ANKRD42-DT	unknown	UNKNOWN	local_default
ANKRD44	unknown	UNKNOWN	local_default
ANKRD45	unknown	UNKNOWN	local_default
ANKRD46	unknown	UNKNOWN	local_default
ANKRD49	unknown	UNKNOWN	local_default
ANKRD50	unknown	UNKNOWN	local_default
ANKRD52	unknown	UNKNOWN	local_default
ANKRD53	unknown	UNKNOWN	local_default
ANKRD54	unknown	UNKNOWN	local_default
ANKRD55	unknown	UNKNOWN	local_default
ANKRD6	unknown	UNKNOWN	local_default
ANKRD61	unknown	UNKNOWN	local_default
ANKRD62	unknown	UNKNOWN	local_default
ANKRD65	unknown	UNKNOWN	local_default
ANKRD7	unknown	UNKNOWN	local_default
ANKRD9	unknown	UNKNOWN	local_default
ANKS1A	unknown	UNKNOWN	local_default
ANKS1B	unknown	UNKNOWN	local_default
ANKS3	unknown	UNKNOWN	local_default
ANKS4B	unknown	UNKNOWN	local_default
ANKS6	unknown	UNKNOWN	local_default
ANKZF1	unknown	UNKNOWN	local_default
ANLN	unknown	UNKNOWN	local_default
ANO1	unknown	UNKNOWN	local_default
ANO10	unknown	UNKNOWN	local_default
ANO2	unknown	UNKNOWN	local_default
ANO3	unknown	UNKNOWN	local_default
ANO4	unknown	UNKNOWN	local_default
ANO5	unknown	UNKNOWN	local_default
ANO6	unknown	UNKNOWN	local_default
ANO7	unknown	UNKNOWN	local_default
ANO8	unknown	UNKNOWN	local_default
ANO9	unknown	UNKNOWN	local_default
ANOS1	unknown	UNKNOWN	local_default
ANP32A	unknown	UNKNOWN	local_default
ANP32A-IT1	unknown	UNKNOWN	local_default
ANP32B	unknown	UNKNOWN	local_default
ANP32C	unknown	UNKNOWN	local_default
ANP32D	unknown	UNKNOWN	local_default
ANP32E	unknown	UNKNOWN	local_default
ANPEP	unknown	UNKNOWN	local_default
ANTKMT	unknown	UNKNOWN	local_default
ANTXR1	unknown	UNKNOWN	local_default
ANTXR2	unknown	UNKNOWN	local_default
ANTXRL	unknown	UNKNOWN	local_default
ANXA1	unknown	UNKNOWN	local_default
ANXA10	unknown	UNKNOWN	local_default
ANXA11	unknown	UNKNOWN	local_default
ANXA13	unknown	UNKNOWN	local_default
ANXA2	unknown	UNKNOWN	local_default
ANXA2P1	unknown	UNKNOWN	local_default
ANXA2P2	unknown	UNKNOWN	local_default
ANXA2P3	unknown	UNKNOWN	local_default
ANXA2R	unknown	UNKNOWN	local_default
ANXA2R-AS1	unknown	UNKNOWN	local_default
ANXA2R-OT1	unknown	UNKNOWN	local_default
ANXA3	unknown	UNKNOWN	local_default
ANXA4	unknown	UNKNOWN	local_default
ANXA5	unknown	UNKNOWN	local_default
ANXA6	unknown	UNKNOWN	local_default
ANXA7	unknown	UNKNOWN	local_default
ANXA8L1	unknown	UNKNOWN	local_default
ANXA9	unknown	UNKNOWN	local_default
AOAH	unknown	UNKNOWN	local_default
AOC1	unknown	UNKNOWN	local_default
AOC2	unknown	UNKNOWN	local_default
AOC3	unknown	UNKNOWN	local_default
AOPEP	unknown	UNKNOWN	local_default
AOX1	unknown	UNKNOWN	local_default
AP1AR	unknown	UNKNOWN	local_default
AP1B1	unknown	UNKNOWN	local_default
AP1G1	unknown	UNKNOWN	local_default
AP1G2	unknown	UNKNOWN	local_default
AP1G2-AS1	unknown	UNKNOWN	local_default
AP1M1	unknown	UNKNOWN	local_default
AP1M2	unknown	UNKNOWN	local_default
AP1S1	unknown	UNKNOWN	local_default
AP1S2	unknown	UNKNOWN	local_default
AP1S3	unknown	UNKNOWN	local_default
AP2A1	unknown	UNKNOWN	local_default
AP2A2	unknown	UNKNOWN	local_default
AP2B1	unknown	UNKNOWN	local_default
AP2B1P1	unknown	UNKNOWN	local_default
AP2M1	unknown	UNKNOWN	local_default
AP2S1	unknown	UNKNOWN	local_default
AP3B1	unknown	UNKNOWN	local_default
AP3B2	unknown	UNKNOWN	local_default
AP3D1	unknown	UNKNOWN	local_default
AP3M1	unknown	UNKNOWN	local_default
AP3M2	unknown	UNKNOWN	local_default
AP3S1	unknown	UNKNOWN	local_default
AP3S2	unknown	UNKNOWN	local_default
AP4B1	unknown	UNKNOWN	local_default
AP4B1-AS1	unknown	UNKNOWN	local_default
AP4E1	unknown	UNKNOWN	local_default
AP4M1	unknown	UNKNOWN	local_default
AP4S1	unknown	UNKNOWN	local_default
AP5B1	unknown	UNKNOWN	local_default
AP5M1	unknown	UNKNOWN	local_default
AP5S1	unknown	UNKNOWN	local_default
AP5Z1	unknown	UNKNOWN	local_default
APAF1	unknown	UNKNOWN	local_default
APBA1	unknown	UNKNOWN	local_default
APBA2	unknown	UNKNOWN	local_default
APBA3	unknown	UNKNOWN	local_default
APBB1	unknown	UNKNOWN	local_default
APBB1IP	unknown	UNKNOWN	local_default
APBB2	unknown	UNKNOWN	local_default
APBB3	unknown	UNKNOWN	local_default
APC	unknown	UNKNOWN	local_default
APC2	unknown	UNKNOWN	local_default
APCDD1	unknown	UNKNOWN	local_default
APCDD1L	unknown	UNKNOWN	local_default
APCDD1L-DT	unknown	UNKNOWN	local_default
APCS	unknown	UNKNOWN	local_default
APEH	unknown	UNKNOWN	local_default
APEX1	unknown	UNKNOWN	local_default
APEX2	unknown	UNKNOWN	local_default
APH1A	unknown	UNKNOWN	local_default
APH1B	unknown	UNKNOWN	local_default
API5	unknown	UNKNOWN	local_default
APIP	unknown	UNKNOWN	local_default
APLF	unknown	UNKNOWN	local_default
APLN	unknown	UNKNOWN	local_default
APLNR	unknown	UNKNOWN	local_default
APLP1	unknown	UNKNOWN	local_default
APLP2	unknown	UNKNOWN	local_default
APMAP	unknown	UNKNOWN	local_default
APOA1	unknown	UNKNOWN	local_default
APOA2	unknown	UNKNOWN	local_default
APOA4	unknown	UNKNOWN	local_default
APOA5	unknown	UNKNOWN	local_default
APOB	unknown	UNKNOWN	local_default
APOBEC1	unknown	UNKNOWN	local_default
APOBEC2	unknown	UNKNOWN	local_default
APOBEC3A	unknown	UNKNOWN	local_default
APOBEC3B	unknown	UNKNOWN	local_default
APOBEC3C	unknown	UNKNOWN	local_default
APOBEC3D	unknown	UNKNOWN	local_default
APOBEC3F	unknown	UNKNOWN	local_default
APOBEC3G	unknown	UNKNOWN	local_default
APOBEC3H	unknown	UNKNOWN	local_default
APOBEC4	unknown	UNKNOWN	local_default
APOBR	unknown	UNKNOWN	local_default
APOC1	unknown	UNKNOWN	local_default
APOC3	unknown	UNKNOWN	local_default
APOD	unknown	UNKNOWN	local_default
APOE	unknown	UNKNOWN	local_default
APOF	unknown	UNKNOWN	local_default
APOH	unknown	UNKNOWN	local_default
APOL1	unknown	UNKNOWN	local_default
APOL2	unknown	UNKNOWN	local_default
APOL3	unknown	UNKNOWN	local_default
APOL4	unknown	UNKNOWN	local_default
APOL5	unknown	UNKNOWN	local_default
APOL6	unknown	UNKNOWN	local_default
APOLD1	unknown	UNKNOWN	local_default
APOLTP	unknown	UNKNOWN	local_default
APOM	unknown	UNKNOWN	local_default
APOO	unknown	UNKNOWN	local_default
APOOL	unknown	UNKNOWN	local_default
APOPT1	unknown	UNKNOWN	local_default
APP	unknown	UNKNOWN	local_default
APPBP2	unknown	UNKNOWN	local_default
APPL1	unknown	UNKNOWN	local_default
APPL2	unknown	UNKNOWN	local_default
APRG1	unknown	UNKNOWN	local_default
APRT	unknown	UNKNOWN	local_default
APTR	unknown	UNKNOWN	local_default
APTX	unknown	UNKNOWN	local_default
AQP1	unknown	UNKNOWN	local_default
AQP10	unknown	UNKNOWN	local_default
AQP11	unknown	UNKNOWN	local_default
AQP2	unknown	UNKNOWN	local_default
AQP3	unknown	UNKNOWN	local_default
AQP4	unknown	UNKNOWN	local_default
AQP4-AS1	unknown	UNKNOWN	local_default
AQP5	unknown	UNKNOWN	local_default
AQP6	unknown	UNKNOWN	local_default
AQP7	unknown	UNKNOWN	local_default
AQP7P2	unknown	UNKNOWN	local_default
AQP8	unknown	UNKNOWN	local_default
AQP9	unknown	UNKNOWN	local_default
AQR	unknown	UNKNOWN	local_default
AR	unknown	UNKNOWN	local_default
ARAF	unknown	UNKNOWN	local_default
ARAFP2	unknown	UNKNOWN	local_default
ARAP1	unknown	UNKNOWN	local_default
ARAP1-AS2	unknown	UNKNOWN	local_default
ARAP2	unknown	UNKNOWN	local_default
ARAP3	unknown	UNKNOWN	local_default
ARB2A	unknown	UNKNOWN	local_default
ARC	unknown	UNKNOWN	local_default
ARCN1	unknown	UNKNOWN	local_default
AREG	unknown	UNKNOWN	local_default
AREL1	unknown	UNKNOWN	local_default
ARF1	unknown	UNKNOWN	local_default
ARF3	unknown	UNKNOWN	local_default
ARF4	unknown	UNKNOWN	local_default
ARF4-AS1	unknown	UNKNOWN	local_default
ARF5	unknown	UNKNOWN	local_default
ARF6	unknown	UNKNOWN	local_default
ARFGAP1	unknown	UNKNOWN	local_default
ARFGAP2	unknown	UNKNOWN	local_default
ARFGAP3	unknown	UNKNOWN	local_default
ARFGEF1	unknown	UNKNOWN	local_default
ARFGEF1-DT	unknown	UNKNOWN	local_default
ARFGEF2	unknown	UNKNOWN	local_default
ARFGEF3	unknown	UNKNOWN	local_default
ARFIP1	unknown	UNKNOWN	local_default
ARFIP2	unknown	UNKNOWN	local_default
ARFRP1	unknown	UNKNOWN	local_default
ARG1	unknown	UNKNOWN	local_default
ARG2	unknown	UNKNOWN	local_default
ARGFX	unknown	UNKNOWN	local_default
ARGLU1	unknown	UNKNOWN	local_default
ARHGAP1	unknown	UNKNOWN	local_default
ARHGAP10	unknown	UNKNOWN	local_default
ARHGAP11A	unknown	UNKNOWN	local_default
ARHGAP11B	unknown	UNKNOWN	local_default
ARHGAP11B-DT	unknown	UNKNOWN	local_default
ARHGAP12	unknown	UNKNOWN	local_default
ARHGAP15	unknown	UNKNOWN	local_default
ARHGAP17	unknown	UNKNOWN	local_default
ARHGAP18	unknown	UNKNOWN	local_default
ARHGAP19	unknown	UNKNOWN	local_default
ARHGAP20	unknown	UNKNOWN	local_default
ARHGAP21	unknown	UNKNOWN	local_default
ARHGAP22	unknown	UNKNOWN	local_default
ARHGAP23	unknown	UNKNOWN	local_default
ARHGAP23P1	unknown	UNKNOWN	local_default
ARHGAP24	unknown	UNKNOWN	local_default
ARHGAP25	unknown	UNKNOWN	local_default
ARHGAP26	unknown	UNKNOWN	local_default
ARHGAP27	unknown	UNKNOWN	local_default
ARHGAP27P1-BPTFP1-KPNA2P3	unknown	UNKNOWN	local_default
ARHGAP28	unknown	UNKNOWN	local_default
ARHGAP29	unknown	UNKNOWN	local_default
ARHGAP30	unknown	UNKNOWN	local_default
ARHGAP31	unknown	UNKNOWN	local_default
ARHGAP32	unknown	UNKNOWN	local_default
ARHGAP33	unknown	UNKNOWN	local_default
ARHGAP35	unknown	UNKNOWN	local_default
ARHGAP36	unknown	UNKNOWN	local_default
ARHGAP39	unknown	UNKNOWN	local_default
ARHGAP4	unknown	UNKNOWN	local_default
ARHGAP40	unknown	UNKNOWN	local_default
ARHGAP42	unknown	UNKNOWN	local_default
ARHGAP44	unknown	UNKNOWN	local_default
ARHGAP45	unknown	UNKNOWN	local_default
ARHGAP5	unknown	UNKNOWN	local_default
ARHGAP5-AS1	unknown	UNKNOWN	local_default
ARHGAP6	unknown	UNKNOWN	local_default
ARHGAP9	unknown	UNKNOWN	local_default
ARHGDIA	unknown	UNKNOWN	local_default
ARHGDIB	unknown	UNKNOWN	local_default
ARHGDIG	unknown	UNKNOWN	local_default
ARHGEF1	unknown	UNKNOWN	local_default
ARHGEF10	unknown	UNKNOWN	local_default
ARHGEF10L	unknown	UNKNOWN	local_default
ARHGEF11	unknown	UNKNOWN	local_default
ARHGEF12	unknown	UNKNOWN	local_default
ARHGEF15	unknown	UNKNOWN	local_default
ARHGEF16	unknown	UNKNOWN	local_default
ARHGEF17	unknown	UNKNOWN	local_default
ARHGEF17-AS1	unknown	UNKNOWN	local_default
ARHGEF18	unknown	UNKNOWN	local_default
ARHGEF19	unknown	UNKNOWN	local_default
ARHGEF2	unknown	UNKNOWN	local_default
ARHGEF25	unknown	UNKNOWN	local_default
ARHGEF26	unknown	UNKNOWN	local_default
ARHGEF28	unknown	UNKNOWN	local_default
ARHGEF3	unknown	UNKNOWN	local_default
ARHGEF33	unknown	UNKNOWN	local_default
ARHGEF35	unknown	UNKNOWN	local_default
ARHGEF37	unknown	UNKNOWN	local_default
ARHGEF38	unknown	UNKNOWN	local_default
ARHGEF39	unknown	UNKNOWN	local_default
ARHGEF4	unknown	UNKNOWN	local_default
ARHGEF40	unknown	UNKNOWN	local_default
ARHGEF5	unknown	UNKNOWN	local_default
ARHGEF6	unknown	UNKNOWN	local_default
ARHGEF7	unknown	UNKNOWN	local_default
ARHGEF9	unknown	UNKNOWN	local_default
ARID1A	unknown	UNKNOWN	local_default
ARID1B	unknown	UNKNOWN	local_default
ARID2	unknown	UNKNOWN	local_default
ARID3A	unknown	UNKNOWN	local_default
ARID3B	unknown	UNKNOWN	local_default
ARID3C	unknown	UNKNOWN	local_default
ARID4A	unknown	UNKNOWN	local_default
ARID4B	unknown	UNKNOWN	local_default
ARID5A	unknown	UNKNOWN	local_default
ARID5B	unknown	UNKNOWN	local_default
ARIH1	unknown	UNKNOWN	local_default
ARIH2	unknown	UNKNOWN	local_default
ARIH2OS	unknown	UNKNOWN	local_default
ARK2N	unknown	UNKNOWN	local_default
ARL1	unknown	UNKNOWN	local_default
ARL10	unknown	UNKNOWN	local_default
ARL11	unknown	UNKNOWN	local_default
ARL13A	unknown	UNKNOWN	local_default
ARL13B	unknown	UNKNOWN	local_default
ARL14	unknown	UNKNOWN	local_default
ARL14EP	unknown	UNKNOWN	local_default
ARL14EPL	unknown	UNKNOWN	local_default
ARL14EPP1	unknown	UNKNOWN	local_default
ARL15	unknown	UNKNOWN	local_default
ARL16	unknown	UNKNOWN	local_default
ARL17A	unknown	UNKNOWN	local_default
ARL17B	unknown	UNKNOWN	local_default
ARL2	unknown	UNKNOWN	local_default
ARL2BP	unknown	UNKNOWN	local_default
ARL3	unknown	UNKNOWN	local_default
ARL4A	unknown	UNKNOWN	local_default
ARL4C	unknown	UNKNOWN	local_default
ARL4D	unknown	UNKNOWN	local_default
ARL5A	unknown	UNKNOWN	local_default
ARL5B	unknown	UNKNOWN	local_default
ARL5C	unknown	UNKNOWN	local_default
ARL6	unknown	UNKNOWN	local_default
ARL6IP1	unknown	UNKNOWN	local_default
ARL6IP4	unknown	UNKNOWN	local_default
ARL6IP5	unknown	UNKNOWN	local_default
ARL6IP6	unknown	UNKNOWN	local_default
ARL8A	unknown	UNKNOWN	local_default
ARL8B	unknown	UNKNOWN	local_default
ARL9	unknown	UNKNOWN	local_default
ARLN	unknown	UNKNOWN	local_default
ARMC1	unknown	UNKNOWN	local_default
ARMC10	unknown	UNKNOWN	local_default
ARMC12	unknown	UNKNOWN	local_default
ARMC2	unknown	UNKNOWN	local_default
ARMC3	unknown	UNKNOWN	local_default
ARMC4	unknown	UNKNOWN	local_default
ARMC5	unknown	UNKNOWN	local_default
ARMC6	unknown	UNKNOWN	local_default
ARMC7	unknown	UNKNOWN	local_default
ARMC8	unknown	UNKNOWN	local_default
ARMC9	unknown	UNKNOWN	local_default
ARMCX1	unknown	UNKNOWN	local_default
ARMCX2	unknown	UNKNOWN	local_default
ARMCX3	unknown	UNKNOWN	local_default
ARMCX4	unknown	UNKNOWN	local_default
ARMCX5	unknown	UNKNOWN	local_default
ARMCX6	unknown	UNKNOWN	local_default
ARMH1	unknown	UNKNOWN	local_default
ARMH3	unknown	UNKNOWN	local_default
ARMH4	unknown	UNKNOWN	local_default
ARMT1	unknown	UNKNOWN	local_default
ARNT	unknown	UNKNOWN	local_default
ARNT2	unknown	UNKNOWN	local_default
ARNTL	unknown	UNKNOWN	local_default
ARNTL2	unknown	UNKNOWN	local_default
ARPC1A	unknown	UNKNOWN	local_default
ARPC1B	unknown	UNKNOWN	local_default
ARPC2	unknown	UNKNOWN	local_default
ARPC3	unknown	UNKNOWN	local_default
ARPC4	unknown	UNKNOWN	local_default
ARPC5	unknown	UNKNOWN	local_default
ARPC5L	unknown	UNKNOWN	local_default
ARPIN	unknown	UNKNOWN	local_default
ARPP19	unknown	UNKNOWN	local_default
ARPP21	unknown	UNKNOWN	local_default
ARR3	unknown	UNKNOWN	local_default
ARRB1	unknown	UNKNOWN	local_default
ARRB2	unknown	UNKNOWN	local_default
ARRDC1	unknown	UNKNOWN	local_default
ARRDC1-AS1	unknown	UNKNOWN	local_default
ARRDC2	unknown	UNKNOWN	local_default
ARRDC3	unknown	UNKNOWN	local_default
ARRDC3-AS1	unknown	UNKNOWN	local_default
ARRDC4	unknown	UNKNOWN	local_default
ARRDC5	unknown	UNKNOWN	local_default
ARSA	unknown	UNKNOWN	local_default
ARSB	unknown	UNKNOWN	local_default
ARSD	unknown	UNKNOWN	local_default
ARSE	unknown	UNKNOWN	local_default
ARSF	unknown	UNKNOWN	local_default
ARSG	unknown	UNKNOWN	local_default
ARSH	unknown	UNKNOWN	local_default
ARSI	unknown	UNKNOWN	local_default
ARSJ	unknown	UNKNOWN	local_default
ARSK	unknown	UNKNOWN	local_default
ARSL	unknown	UNKNOWN	local_default
ART1	unknown	UNKNOWN	local_default
ART3	unknown	UNKNOWN	local_default
ART4	unknown	UNKNOWN	local_default
ART5	unknown	UNKNOWN	local_default
ARTN	unknown	UNKNOWN	local_default
ARV1	unknown	UNKNOWN	local_default
ARVCF	unknown	UNKNOWN	local_default
ARX	unknown	UNKNOWN	local_default
ASAH1	unknown	UNKNOWN	local_default
ASAH2	unknown	UNKNOWN	local_default
ASAH2B	unknown	UNKNOWN	local_default
ASAP1	unknown	UNKNOWN	local_default
ASAP1-IT2	unknown	UNKNOWN	local_default
ASAP2	unknown	UNKNOWN	local_default
ASAP3	unknown	UNKNOWN	local_default
ASB1	unknown	UNKNOWN	local_default
ASB10	unknown	UNKNOWN	local_default
ASB11	unknown	UNKNOWN	local_default
ASB12	unknown	UNKNOWN	local_default
ASB13	unknown	UNKNOWN	local_default
